route,page type,html/static file exists yes/no,expected public URL,title,meta description,h1,visible word count,main content present yes/no,phone CTA present yes/no,quote CTA present yes/no,Google Ads tag present yes/no,phone conversion attribute present yes/no,quote conversion attribute present yes/no,CSS references valid yes/no,JS references valid yes/no,image references valid yes/no,favicon/icon references valid yes/no,response-time wording present yes/no,expected response-time classification,stale strings found,risky claims found,duplicate location wording found,chopped phrase fragments found,postcode-only wording found,hidden/visibility warning,notes
/service-areas/liverpool-and-fairfield/fairfield/smithfield,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/fairfield/smithfield,Electrician Smithfield 2164 | Emergency & Level 2,"Need an electrician in Smithfield? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Smithfield 2164,2721,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/fairfield/st-johns-park,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/fairfield/st-johns-park,Electrician St Johns Park 2176 | Emergency & Level 2,"Need electrical help in St Johns Park 2176? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work.",Electrician St Johns Park 2176,2902,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/fairfield/wakeley,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/fairfield/wakeley,Electrician Wakeley 2176 | Emergency & Level 2,"Evaready helps Wakeley with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Wakeley 2176,2705,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/fairfield/wetherill-park,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/fairfield/wetherill-park,Electrician Wetherill Park 2164 | Emergency & Level 2,"Need electrical help in Wetherill Park 2164? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work.",Electrician Wetherill Park 2164,2843,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/fairfield/yennora,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/fairfield/yennora,Electrician Yennora 2161 | Emergency & Level 2,"Need an electrician in Yennora? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Yennora 2161,2721,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool,area page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool,Liverpool Electrician | Liverpool & Fairfield,"Need an electrician in Liverpool? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned electrical jobs.","Liverpool Electrician - Emergency, Level 2 & Planned Work",1044,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/ashcroft,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/ashcroft,Electrician Ashcroft 2168 | Emergency & Level 2,"Need electrical help in Ashcroft 2168? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across.",Electrician Ashcroft 2168,2750,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/austral,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/austral,Electrician Austral 2179 | Emergency & Level 2,"Need an electrician in Austral? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Austral 2179,2727,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/badgerys-creek,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/badgerys-creek,Electrician Badgerys Creek 2555 | Emergency & Level 2,"Need an electrician in Badgerys Creek? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Badgerys Creek 2555,2847,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/busby,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/busby,Electrician Busby 2168 | Emergency & Level 2,"Need an electrician in Busby? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Busby 2168,2723,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/carnes-hill,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/carnes-hill,Electrician Carnes Hill 2171 | Emergency & Level 2,"Need an electrician in Carnes Hill? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Carnes Hill 2171,2829,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/cartwright,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/cartwright,Electrician Cartwright 2168 | Emergency & Level 2,"Need an electrician in Cartwright? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Cartwright 2168,2750,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/casula,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/casula,Electrician Casula 2170 | Emergency & Level 2,"Need electrical help in Casula 2170? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across.",Electrician Casula 2170,2752,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/cecil-hills,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/cecil-hills,Electrician Cecil Hills 2171 | Emergency & Level 2,"Need an electrician in Cecil Hills? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Cecil Hills 2171,2757,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/chipping-norton,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/chipping-norton,Electrician Chipping Norton 2170 | Emergency & Level 2,"Need an electrician in Chipping Norton? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Chipping Norton 2170,2836,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/edmondson-park,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/edmondson-park,Electrician Edmondson Park 2174 | Emergency & Level 2,"Evaready helps Edmondson Park with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Edmondson Park 2174,2815,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/elizabeth-hills,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/elizabeth-hills,Electrician Elizabeth Hills 2171 | Emergency & Level 2,"Need electrical help in Elizabeth Hills 2171? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work.",Electrician Elizabeth Hills 2171,2844,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/green-valley,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/green-valley,Electrician Green Valley 2168 | Emergency & Level 2,"Evaready helps Green Valley with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Green Valley 2168,2808,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/greendale,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/greendale,Electrician Greendale 2745 | Emergency & Level 2,"Need electrical help in Greendale 2745? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across.",Electrician Greendale 2745,2723,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/hammondville,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/hammondville,Electrician Hammondville 2170 | Emergency & Level 2,"Need electrical help in Hammondville 2170? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work.",Electrician Hammondville 2170,2706,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/heckenberg,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/heckenberg,Electrician Heckenberg 2168 | Emergency & Level 2,"Need an electrician in Heckenberg? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Heckenberg 2168,2725,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/hinchinbrook,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/hinchinbrook,Electrician Hinchinbrook 2168 | Emergency & Level 2,"Need electrical help in Hinchinbrook 2168? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work.",Electrician Hinchinbrook 2168,2786,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/horningsea-park,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/horningsea-park,Electrician Horningsea Park 2171 | Emergency & Level 2,"Evaready helps Horningsea Park with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Horningsea Park 2171,2802,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/hoxton-park,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/hoxton-park,Electrician Hoxton Park 2171 | Emergency & Level 2,"Need an electrician in Hoxton Park? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Hoxton Park 2171,2841,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/kemps-creek,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/kemps-creek,Electrician Kemps Creek 2178 | Emergency & Level 2,"Need electrical help in Kemps Creek 2178? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across.",Electrician Kemps Creek 2178,2870,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/liverpool,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/liverpool,Electrician Liverpool 2170 | Emergency & Level 2,"Need electrical help in Liverpool 2170? Evaready Electrical helps with urgent faults, switchboards, lighting, commercial maintenance and Level 2.",Electrician Liverpool 2170,2769,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/luddenham,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/luddenham,Electrician Luddenham 2745 | Emergency & Level 2,"Need an electrician in Luddenham? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Luddenham 2745,2777,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/lurnea,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/lurnea,Electrician Lurnea 2170 | Emergency & Level 2,"Need an electrician in Lurnea? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Lurnea 2170,2789,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/middleton-grange,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/middleton-grange,Electrician Middleton Grange 2171 | Emergency & Level 2,"Evaready helps Middleton Grange with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Middleton Grange 2171,2810,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/miller,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/miller,Electrician Miller 2168 | Emergency & Level 2,"Need electrical help in Miller 2168? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across.",Electrician Miller 2168,2729,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/moorebank,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/moorebank,Electrician Moorebank 2170 | Emergency & Level 2,"Evaready Electrical helps with faults, switchboards, lighting, power, data, CCTV and three-phase enquiries.",Electrician Moorebank 2170,2784,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/pleasure-point,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/pleasure-point,Electrician Pleasure Point 2172 | Emergency & Level 2,"Need an electrician in Pleasure Point? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Pleasure Point 2172,2797,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/prestons,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/prestons,Electrician Prestons 2170 | Emergency & Level 2,"Evaready Electrical helps with fault finding, switchboards, lighting, power, data, CCTV and Level 2 enquiries.",Electrician Prestons 2170,2794,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/sadleir,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/sadleir,Electrician Sadleir 2168 | Emergency & Level 2,"Need electrical help in Sadleir 2168? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across.",Electrician Sadleir 2168,2744,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/voyager-point,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/voyager-point,Electrician Voyager Point 2172 | Emergency & Level 2,"Evaready helps Voyager Point with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Voyager Point 2172,2829,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/wallacia,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/wallacia,Electrician Wallacia 2745 | Emergency & Level 2,"Need electrical help in Wallacia 2745? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across.",Electrician Wallacia 2745,2786,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/warwick-farm,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/warwick-farm,Electrician Warwick Farm 2170 | Emergency & Level 2,"Evaready helps Warwick Farm with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Warwick Farm 2170,2816,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/wattle-grove,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/wattle-grove,Electrician Wattle Grove 2173 | Emergency & Level 2,"Need electrical help in Wattle Grove 2173? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work.",Electrician Wattle Grove 2173,2775,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/liverpool-and-fairfield/liverpool/west-hoxton,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/liverpool-and-fairfield/liverpool/west-hoxton,Electrician West Hoxton 2171 | Emergency & Level 2,"Evaready helps West Hoxton with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician West Hoxton 2171,2834,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,core,,,,,,,
/service-areas/macarthur-camden-and-wollondilly,region page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly,"Macarthur, Camden & Wollondilly Electrician | Emergency & Level 2","Need an electrician in Macarthur, Camden & Wollondilly? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices.","Macarthur, Camden & Wollondilly Electrician - Emergency, Level 2 & Planned Work",1065,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden,area page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly/camden,"Camden Electrician | Macarthur, Camden & Wollondilly","Need an electrician in Camden? Evaready helps with urgent faults, Level 2 work, switchboards, consumer mains, defect notices and planned electrical jobs.","Camden Electrician - Emergency, Level 2 & Planned Work",1009,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden/bringelly,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly/camden/bringelly,Electrician Bringelly 2556 | Emergency & Level 2,"Need an electrician in Bringelly? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Bringelly 2556,2775,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden/camden,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly/camden/camden,Electrician Camden 2570 | Emergency & Level 2,"Need an electrician in Camden? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Camden 2570,2770,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden/camden-south,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly/camden/camden-south,Electrician Camden South 2570 | Emergency & Level 2,"Need electrical help in Camden South 2570? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work.",Electrician Camden South 2570,2828,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden/catherine-field,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly/camden/catherine-field,Electrician Catherine Field 2557 | Emergency & Level 2,"Need electrical help in Catherine Field 2557? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work.",Electrician Catherine Field 2557,2857,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden/cawdor,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly/camden/cawdor,Electrician Cawdor 2570 | Emergency & Level 2,"Need an electrician in Cawdor? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Cawdor 2570,2761,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden/cobbitty,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly/camden/cobbitty,Electrician Cobbitty 2570 | Emergency & Level 2,"Evaready helps Cobbitty with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Cobbitty 2570,2743,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden/currans-hill,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly/camden/currans-hill,Electrician Currans Hill 2567 | Emergency & Level 2,"Evaready helps Currans Hill with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Currans Hill 2567,2845,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden/elderslie,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly/camden/elderslie,Electrician Elderslie 2570 | Emergency & Level 2,"Need electrical help in Elderslie 2570? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across.",Electrician Elderslie 2570,2745,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden/ellis-lane,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly/camden/ellis-lane,Electrician Ellis Lane 2570 | Emergency & Level 2,"Need electrical help in Ellis Lane 2570? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across.",Electrician Ellis Lane 2570,2833,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden/gledswood-hills,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly/camden/gledswood-hills,Electrician Gledswood Hills 2557 | Emergency & Level 2,"Need an electrician in Gledswood Hills? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Gledswood Hills 2557,2908,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden/grasmere,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly/camden/grasmere,Electrician Grasmere 2570 | Emergency & Level 2,"Evaready helps Grasmere with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Grasmere 2570,2723,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden/gregory-hills,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly/camden/gregory-hills,Electrician Gregory Hills 2557 | Emergency & Level 2,"Need electrical help in Gregory Hills 2557? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work.",Electrician Gregory Hills 2557,2876,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden/harrington-park,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly/camden/harrington-park,Electrician Harrington Park 2567 | Emergency & Level 2,"Evaready helps Harrington Park with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Harrington Park 2567,2807,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden/kirkham,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly/camden/kirkham,Electrician Kirkham 2570 | Emergency & Level 2,"Need electrical help in Kirkham 2570? Emergency faults, Level 2 ASP, switchboards, hot water, aircon, CCTV/data and general electrical work across Camden.",Electrician Kirkham 2570,2755,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden/leppington,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly/camden/leppington,Electrician Leppington 2179 | Emergency & Level 2,"Evaready helps Leppington with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Leppington 2179,2822,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden/mount-annan,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly/camden/mount-annan,Electrician Mount Annan 2567 | Emergency & Level 2,"Evaready helps Mount Annan with urgent faults, Level 2 ASP work, switchboards, hot water electrical, aircon, CCTV/data and planned electrical work.",Electrician Mount Annan 2567,2840,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden/narellan,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly/camden/narellan,Electrician Narellan 2567 | Emergency & Level 2,"Need an electrician in Narellan? Evaready Electrical helps with lighting, power, switchboards, EV-ready circuits, data, CCTV and Level 2 enquiries.",Electrician Narellan 2567,2733,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden/narellan-vale,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly/camden/narellan-vale,Electrician Narellan Vale 2567 | Emergency & Level 2,"Need an electrician in Narellan Vale? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Narellan Vale 2567,2869,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
/service-areas/macarthur-camden-and-wollondilly/camden/oran-park,suburb page,yes,https://c0d312.github.io/evaready-electrical/service-areas/macarthur-camden-and-wollondilly/camden/oran-park,Electrician Oran Park 2570 | Emergency & Level 2,"Need an electrician in Oran Park? Evaready helps with emergency faults, Level 2 ASP work, switchboards, hot water, aircon, CCTV/data and general.",Electrician Oran Park 2570,2878,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,greater,,,,,,,
