"region","area","suburb","postcode","route","current classification: core/greater","expected response wording","actual response wording","current displayed minutes: 60/90","possible 60-minute candidate yes/no","reason","recommended classification","needs owner approval yes/no"
"Macarthur, Camden & Wollondilly","Camden","Kirkham","2570","/service-areas/macarthur-camden-and-wollondilly/camden/kirkham/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Kirkham, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Camden","Leppington","2179","/service-areas/macarthur-camden-and-wollondilly/camden/leppington/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Leppington, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Camden","Mount Annan","2567","/service-areas/macarthur-camden-and-wollondilly/camden/mount-annan/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Mount Annan, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Camden","Narellan","2567","/service-areas/macarthur-camden-and-wollondilly/camden/narellan/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Narellan, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Camden","Narellan Vale","2567","/service-areas/macarthur-camden-and-wollondilly/camden/narellan-vale/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Narellan Vale, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Camden","Oran Park","2570","/service-areas/macarthur-camden-and-wollondilly/camden/oran-park/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Oran Park, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Camden","Rossmore","2557","/service-areas/macarthur-camden-and-wollondilly/camden/rossmore/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Rossmore, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Rossmore, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Camden","Smeaton Grange","2567","/service-areas/macarthur-camden-and-wollondilly/camden/smeaton-grange/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Smeaton Grange, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Camden","Spring Farm","2570","/service-areas/macarthur-camden-and-wollondilly/camden/spring-farm/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Spring Farm, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Airds","2560","/service-areas/macarthur-camden-and-wollondilly/campbelltown/airds/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Airds, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Airds, with 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Ambarvale","2560","/service-areas/macarthur-camden-and-wollondilly/campbelltown/ambarvale/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Ambarvale, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Bardia","2565","/service-areas/macarthur-camden-and-wollondilly/campbelltown/bardia/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Bardia, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Blair Athol","2560","/service-areas/macarthur-camden-and-wollondilly/campbelltown/blair-athol/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Blair Athol, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Blairmount","2559","/service-areas/macarthur-camden-and-wollondilly/campbelltown/blairmount/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Blairmount, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Bow Bowing","2566","/service-areas/macarthur-camden-and-wollondilly/campbelltown/bow-bowing/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Bow Bowing, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Bradbury","2560","/service-areas/macarthur-camden-and-wollondilly/campbelltown/bradbury/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Bradbury, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Campbelltown","2560","/service-areas/macarthur-camden-and-wollondilly/campbelltown/campbelltown/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Campbelltown, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Claymore","2559","/service-areas/macarthur-camden-and-wollondilly/campbelltown/claymore/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Claymore, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Denham Court","2565","/service-areas/macarthur-camden-and-wollondilly/campbelltown/denham-court/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Denham Court, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Denham Court, with 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Eagle Vale","2558","/service-areas/macarthur-camden-and-wollondilly/campbelltown/eagle-vale/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Eagle Vale, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Englorie Park","2560","/service-areas/macarthur-camden-and-wollondilly/campbelltown/englorie-park/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Englorie Park, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Englorie Park, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Eschol Park","2558","/service-areas/macarthur-camden-and-wollondilly/campbelltown/eschol-park/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Eschol Park, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Gilead","2560","/service-areas/macarthur-camden-and-wollondilly/campbelltown/gilead/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Gilead, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Glen Alpine","2560","/service-areas/macarthur-camden-and-wollondilly/campbelltown/glen-alpine/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Glen Alpine, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Glenfield","2167","/service-areas/macarthur-camden-and-wollondilly/campbelltown/glenfield/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Glenfield, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Holsworthy","2173","/service-areas/macarthur-camden-and-wollondilly/campbelltown/holsworthy/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Holsworthy, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Ingleburn","2565","/service-areas/macarthur-camden-and-wollondilly/campbelltown/ingleburn/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Ingleburn, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Kearns","2558","/service-areas/macarthur-camden-and-wollondilly/campbelltown/kearns/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Kearns, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Kearns, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Kentlyn","2560","/service-areas/macarthur-camden-and-wollondilly/campbelltown/kentlyn/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Kentlyn, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Leumeah","2560","/service-areas/macarthur-camden-and-wollondilly/campbelltown/leumeah/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Leumeah, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Long Point","2564","/service-areas/macarthur-camden-and-wollondilly/campbelltown/long-point/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Long Point, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Macquarie Fields","2564","/service-areas/macarthur-camden-and-wollondilly/campbelltown/macquarie-fields/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Macquarie Fields, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Macquarie Links","2565","/service-areas/macarthur-camden-and-wollondilly/campbelltown/macquarie-links/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Macquarie Links, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Menangle Park","2563","/service-areas/macarthur-camden-and-wollondilly/campbelltown/menangle-park/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Menangle Park, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Minto","2566","/service-areas/macarthur-camden-and-wollondilly/campbelltown/minto/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Minto, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Minto Heights","2566","/service-areas/macarthur-camden-and-wollondilly/campbelltown/minto-heights/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Minto Heights, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Raby","2566","/service-areas/macarthur-camden-and-wollondilly/campbelltown/raby/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Raby, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Rosemeadow","2560","/service-areas/macarthur-camden-and-wollondilly/campbelltown/rosemeadow/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Rosemeadow, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Ruse","2560","/service-areas/macarthur-camden-and-wollondilly/campbelltown/ruse/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Ruse, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","St Andrews","2566","/service-areas/macarthur-camden-and-wollondilly/campbelltown/st-andrews/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in St Andrews, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","St Helens Park","2560","/service-areas/macarthur-camden-and-wollondilly/campbelltown/st-helens-park/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in St Helens Park, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Varroville","2566","/service-areas/macarthur-camden-and-wollondilly/campbelltown/varroville/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Varroville, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Wedderburn","2560","/service-areas/macarthur-camden-and-wollondilly/campbelltown/wedderburn/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Wedderburn, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Woodbine","2560","/service-areas/macarthur-camden-and-wollondilly/campbelltown/woodbine/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Woodbine, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Woodbine, with 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Campbelltown","Woronora Dam","2508","/service-areas/macarthur-camden-and-wollondilly/campbelltown/woronora-dam/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Woronora Dam, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Woronora Dam, with 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Wollondilly","Appin","2560","/service-areas/macarthur-camden-and-wollondilly/wollondilly/appin/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Appin, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Appin, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Wollondilly","Belimbla Park","2570","/service-areas/macarthur-camden-and-wollondilly/wollondilly/belimbla-park/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Belimbla Park, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Wollondilly","Brownlow Hill","2570","/service-areas/macarthur-camden-and-wollondilly/wollondilly/brownlow-hill/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Brownlow Hill, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Wollondilly","Camden Park","2570","/service-areas/macarthur-camden-and-wollondilly/wollondilly/camden-park/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Camden Park, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Wollondilly","Cataract","2560","/service-areas/macarthur-camden-and-wollondilly/wollondilly/cataract/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Cataract, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Wollondilly","Couridjah","2571","/service-areas/macarthur-camden-and-wollondilly/wollondilly/couridjah/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Couridjah, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Couridjah, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Wollondilly","Douglas Park","2569","/service-areas/macarthur-camden-and-wollondilly/wollondilly/douglas-park/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Douglas Park, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Wollondilly","Glenmore","2570","/service-areas/macarthur-camden-and-wollondilly/wollondilly/glenmore/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Glenmore, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Wollondilly","Lakesland","2572","/service-areas/macarthur-camden-and-wollondilly/wollondilly/lakesland/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Lakesland, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Lakesland, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Wollondilly","Maldon","2571","/service-areas/macarthur-camden-and-wollondilly/wollondilly/maldon/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Maldon, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Maldon, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Wollondilly","Menangle","2568","/service-areas/macarthur-camden-and-wollondilly/wollondilly/menangle/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Menangle, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Wollondilly","Mount Hunter","2570","/service-areas/macarthur-camden-and-wollondilly/wollondilly/mount-hunter/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Mount Hunter, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Mount Hunter, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Wollondilly","Mowbray Park","2571","/service-areas/macarthur-camden-and-wollondilly/wollondilly/mowbray-park/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Mowbray Park, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Macarthur, Camden & Wollondilly","Wollondilly","Nattai","2570","/service-areas/macarthur-camden-and-wollondilly/wollondilly/nattai/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for power loss, hot fittings and tripping circuits, business outages and damaged outdoor power in Nattai, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
